Caption,Platform,Search Query,Date of Collection,Link,Keyword Density (%),Readability Score,Caption Length,Hashtag Count,Hashtag Type,Post Timing,Sentiment Score,Caption Format,CTA Presence,Emphasis Style (%),Search Rank,Search Visibility,Caption Score,Top 20 Probability %
"We have come this far! 🇵🇭 Thank you Mega Magazine for recognizing the energies we bring out to serve the Philippine market with our globally competitive products and designs.
Friends, ORIAS is nominated as ‘The Next Filipino Fashion Brand” at the MEGA FASHION AWARDS 2024! 
https://mega-onemega.com/mega-fashion-awards-2024.../
Grateful beyond words.
Love,
Vin Orias",Facebook,Filipino fashion brands,"June 16, 2025",https://www.facebook.com/share/p/1CQovHEt1Z/,5.88,-58.92,51,0,0,19.95,0.856,1,0,18.43%,23,0,-1.499421137,18.2511875
"Triple the style, one sweet price – 3 for just P599!Triple the style, one sweet price – 3 for just P599!Head to our shopee page and avail our great discount!Head to our shopee page and avail our great discount!http://shopee.ph/themetlabhttp://shopee.ph/themetlabhttp://shopee.ph/themetlabhttp://shopee.ph/themetlabhttp://shopee.ph/themetlabhttp://shopee.ph/themetlabhttp://shopee.ph/themetlabhttp://shopee.ph/themetlabhttp://shopee.ph/themetlabhttp://shopee.ph/themetlabhttp://shopee.ph/themetlabhttp://shopee.ph/themetlab#themetlab#themetlab#themetlab#themetlab#themetlab",Facebook,Online clothing stores PH,"June 16, 2025",https://www.facebook.com/share/p/1CRWHQmx1d/,0,-89.09,37,5,2,14.1667,0.947,1,1,12.40%,73,0,-1.836905326,13.74177055
"AEROPOSTALE LLD Floral Strappy Light-Support Sports Bra
Wholesale P140 (50 pcs minimum)
Retail P240
Shell: 86% Polyester, 14% Spandex
Inner Mesh Lining: 83% Polyester, 17% Spandex
Outer Lining: 88% Polyester, 12% Spandex
Limited stocks! 42 pcs!!
Orders accepted via FB, IG, and/or SHOPEE
PM for more details!!!",Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/19YNopFYgv/,0,9.73,47,0,0,17.5333,-0.396,3,1,28.31%,40,0,-1.203648919,23.08267303
"It's another THURSDAYMAZING shopping gala
 Drop by and shop @
 Kenza Fashion Boutique, N.Domingo, San Juan Manila and, 
Aspac Mandaue City, Cebu today 
 NEW DISPLAY of Garments just for you 
#happyshopping
#Jan12",Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/16F2LoBntx/,6.9,34.46,29,2,2,8.9667,-0.273,3,1,29.19%,41,0,-1.42294347,19.4200555
#thriftedfashion#thriftedfashion#thriftedfashion #preloved#preloved#preloved #puffsleeves#puffsleeves#puffsleeves #koreanfashion#koreanfashion#koreanfashion #croptop#croptop#croptop #blouse#blouse#blouse #longsleeve#longsleeve#longsleeve #engagement#engagement#engagement #TrendyTops#TrendyTops#TrendyTops #fashionable#fashionable#fashionable #outfitoftheday#outfitoftheday#outfitoftheday #classy#classy#classy #elegant#elegant#elegant #trend#trend#trend,Facebook,Where to buy trendy clothes PH,"June 16, 2025",https://www.facebook.com/share/p/1CVCnk163v/,0,0,0,42,4,16.6833,0,1,0,0.00%,94,0,-2.741673978,6.05585985
"Don't forget to check us out In-store and online. Don't forget to check us out In-store and online. Don't forget to check us out In-store and online. Support your local brands available In-store: Support your local brands available In-store: Support your local brands available In-store: • VERY BUDVERY BUDVERY BUD https://www.facebook.com/VERYBUD/https://www.facebook.com/VERYBUD/https://www.facebook.com/VERYBUD/ • Hayahay Outwear Co.Hayahay Outwear Co.Hayahay Outwear Co. https://www.facebook.com/hayahay.oc/https://www.facebook.com/hayahay.oc/https://www.facebook.com/hayahay.oc/ • NOMAD Outdoor GEARNOMAD Outdoor GEARNOMAD Outdoor GEAR https://www.facebook.com/nomadoutdoor.ph/https://www.facebook.com/nomadoutdoor.ph/https://www.facebook.com/nomadoutdoor.ph/https://www.facebook.com/nomadoutdoor.ph/• @UrbanGreen Clothing• @UrbanGreen Clothinghttps://www.facebook.com/URBNGRN6100/https://www.facebook.com/URBNGRN6100/https://www.facebook.com/URBNGRN6100/ • Higher Being ApparelHigher Being ApparelHigher Being Apparel https://www.facebook.com/higherbeingapparel/https://www.facebook.com/higherbeingapparel/https://www.facebook.com/higherbeingapparel/ • Uprise ApparelUprise ApparelUprise Apparel https://www.facebook.com/upriseapparel034/https://www.facebook.com/upriseapparel034/https://www.facebook.com/upriseapparel034/ •Location:•Location:The Turf Headshop 3rd floor, Plazamart Bldg. Araneta st. Bacolod city, Neg. Occ. The Turf Headshop 3rd floor, Plazamart Bldg. Araneta st. Bacolod city, Neg. Occ. Store hours: Monday-Saturday 10am-6pmStore hours: Monday-Saturday 10am-6pminstagram.com/theturfphinstagram.com/theturfphinstagram.com/theturfph NO FACE MASK AND FACE SHIELD NO ENTRY - Safety first ☝ Spread the word! 🌐",Facebook,PH clothing brands online,"June 16, 2025",https://www.facebook.com/share/p/1CXYCCDS43/,5.51,-171.87,127,0,0,17.6833,0.809,1,1,20.38%,1,1,-1.178328268,23.53529111
"SHOP ONLINE! 🛒
www.shopgenesis.com.ph 
Our Heavy Oversized French Terry Shirt (No. 8700)
✅ 7 colors available
✅ S - 2XL
Yours for AS LOW AS 200 PESOS!",Facebook,Shop online clothing PH,"June 16, 2025",https://www.facebook.com/share/p/1Cy13295Kx/,8.7,36.36,23,0,0,0,-0.529,3,1,35.94%,27,0,-1.062981552,25.67400886
Manila street fashion runway,Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/16BiFraAWp/,75,33.58,4,0,0,12.4333,0,1,0,4.00%,45,0,-0.3367920907,41.65889264
"THANK YOU TO ALL SUPPORT THANK YOU TO ALL SUPPORT Thanks God ♥️☝️🙏 and sa Ph Fashion Trends Family Congrtas Guys para po sa inyo ito""TOP NOTCH EVENT DIRECTOR OF THE YEAR""""TOP NOTCH EVENT DIRECTOR OF THE YEAR""Thqnk you also Direk Romm BurlatRomm BurlatRomm Burlat  For this Recognition  The Asia Pacific Topnotch  Men and Women Achievers Awards1. Be thankful for what you are now, and keep fighting for what you want to be tomorrow.1. Be thankful for what you are now, and keep fighting for what you want to be tomorrow.2. Thank you Universe for the good things in my life that I don’t know about yet.3. Begin each day with a grateful heart.3. Begin each day with a grateful heart.3. Begin each day with a grateful heart.4. Always be thankful for what you have.4. Always be thankful for what you have.4. Always be thankful for what you have.#highlights #everyonefollowershighlightsシ゚  #thankyouforyoursupport#highlights #everyonefollowershighlightsシ゚  #thankyouforyoursupport#Happy Fathersday ❤️ @highlight@highlight",Facebook,Fashion trends PH,"June 16, 2025",https://www.facebook.com/share/p/1D7j8xU9eF/,2.01,-62.5,149,7,4,14.05,0.995,1,1,21.62%,59,0,-1.728395036,15.07929874
"𝐒𝐡𝐨𝐨𝐭 𝐟𝐨𝐫 𝐏𝐡𝐨𝐭𝐨𝐰𝐨𝐫𝐥𝐝𝐜𝐮𝐩 𝐌𝐚𝐧𝐢𝐥𝐚 𝟐𝟎𝟐𝟑 𝐓𝐡𝐞𝐦𝐞 :
𝑺𝑻𝑹𝑬𝑬𝑻 𝑭𝑨𝑺𝑯𝑰𝑶𝑵 𝑺𝑻𝑨𝑻𝑬𝑴𝑬𝑵𝑻
Models : Jona and Charlene Caberte
HMUA & Styling: Charlene Caberte
𝘍𝘰𝘳 𝘣𝘰𝘰𝘬𝘪𝘯𝘨𝘴 𝘢𝘯𝘥 𝘪𝘯𝘲𝘶𝘪𝘳𝘪𝘦𝘴, 𝘱𝘭𝘦𝘢𝘴𝘦 𝘧𝘦𝘦𝘭 𝘧𝘳𝘦𝘦 𝘵𝘰 𝘮𝘦𝘴𝘴𝘢𝘨𝘦 𝘰𝘳 𝘤𝘢𝘭𝘭 𝘮𝘦 𝘢𝘵 
 𝟎𝟗𝟏𝟓𝟕𝟒𝟒𝟗𝟗𝟗𝟔
𝘍𝘰𝘭𝘭𝘰𝘸 𝘮𝘦 𝘰𝘯 𝘐𝘎 : 𝒊𝒏𝒔𝒕𝒂𝒈𝒓𝒂𝒎.𝒄𝒐𝒎/𝒋𝒖𝒎𝒛𝒄𝒉𝒊𝒏𝒐
#TeamCanonPH #Putowalkers2023",Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/199syDPFm7/,0,75.53,37,2,2,9.4333,0.494,3,1,80.18%,47,0,-1.55898365,17.3792535
"So much to see, so much to love. ❤️ Visit 70+ homegrown, emerging, and established local brands!Visit Kultura’s Filipino Design StudioVisit Kultura’s Filipino Design StudioMay 2 to 9 May 2 to 9 Mega Fashion Hall, SM MegamallMega Fashion Hall, SM Megamall#KulturaFilipino#KulturaFilipino#KulturaFilipino #FilipinoDesignStudio#FilipinoDesignStudio#FilipinoDesignStudio#FilipinoDesignStudio#UniquelyFilipino#UniquelyFilipino#UniquelyFilipino#UniquelyFilipino",Facebook,Filipino fashion brands,"June 16, 2025",https://www.facebook.com/share/p/1DjGEUbrHJ/,10,3.38,40,11,2,21,0.874,1,1,14.95%,74,0,-1.660194024,15.97359533
"Refined Essentials. Minimalist Dadhat. Polar Fleece sets.Refined Essentials. Minimalist Dadhat. Polar Fleece sets.Refined Essentials. Minimalist Dadhat. Polar Fleece sets.Available in-store and online stores.Available in-store and online stores.Available in-store and online stores.Webstore — WWW.KINGS4EVER.PHWWW.KINGS4EVER.PHWWW.KINGS4EVER.PHShopee Store — https://shope.ee/6Uwa2vppdGhttps://shope.ee/6Uwa2vppdGhttps://shope.ee/6Uwa2vppdGFlagship store —Flagship store —CARTIMAR SHOPPING CENTER, PASAY CITYCARTIMAR SHOPPING CENTER, PASAY CITY#kingsforever#kingsforever#kingsforever👑",Facebook,Online clothing stores PH,"June 16, 2025",https://www.facebook.com/share/p/1DsnDntxBh/,6.52,-51.35,46,3,2,11,0,1,0,31.33%,44,0,-1.796741426,14.22481921
Thank you When In Manila!,Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/1AHzstuZyn/,20,83.32,5,0,0,23.6333,0.42,1,0,23.81%,50,0,-1.286760645,21.64016099
"AEROPOSTALE LLD Side Stripe Leggings
Mall prices at $8.99 - $9.99 (approximately P500)
Wholesale P150
Retail P250
Seriously Stretchy!
Wide waistnad for flattering fit!
Sporty Ombré stripes on the sides!
88% Polyester, 12% Spandex
Accepting orders via IG(fs_mnl), FB(Fashion Street Manila), and_or SHOPEE(FS.MNL)",Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/16QDQ48odB/,4.76,17.16,42,0,0,8.4167,0.49,3,0,27.44%,51,0,-1.297608737,21.45677377
"NOW LIVE 💨#TheRivalrySeries#TheRivalrySeries#TheRivalrySeries#TheRivalrySeries#TheRivalrySeriesYour favorite brands The Hustle Club.The Hustle Club.The Hustle Club. and Kings of the Court PHKings of the Court PHKings of the Court PH are back online with the release of our StockroomStockroomStockroom exclusive, showcasing the greatest rivalries in recent memory.Ain’t Shakin Hands T-Shirt in Black CW₱ 850.00 + shipping fee w/ free stickers₱ 850.00 + shipping fee w/ free stickersUltimate Warrior T-Shirt in Navy Blue CW Ultimate Warrior T-Shirt in Navy Blue CW ₱ 850.00 + shipping fee w/ free stickers₱ 850.00 + shipping fee w/ free stickersMamba Vs Everybody T-Shirt in Cacha CWMamba Vs Everybody T-Shirt in Cacha CW₱ 850.00 + shipping fee w/ free stickers₱ 850.00 + shipping fee w/ free stickersBad Boys Swingman Shorts in Teal/Red CWBad Boys Swingman Shorts in Teal/Red CW₱ 900.00 + shipping fee w/ free stickers₱ 900.00 + shipping fee w/ free stickersLA City Edition Swingman Shorts in Purple/Teal CWLA City Edition Swingman Shorts in Purple/Teal CW₱ 900.00 + shipping fee w/ free stickers₱ 900.00 + shipping fee w/ free stickersDub City Swingman Shorts in Cream CW Dub City Swingman Shorts in Cream CW ₱ 900.00 + shipping fee w/ free stickers₱ 900.00 + shipping fee w/ free stickers*Please take note of the custom shorts sizing and fabric exclusively for the release. Material is same with @kotc.clothing, fit is close to @hustleclubph's releases. Please bare your orders on the size charts provided.*Please take note of the custom shorts sizing and fabric exclusively for the release. Material is same with @kotc.clothing, fit is close to @hustleclubph's releases. Please bare your orders on the size charts provided.*Please take note of the custom shorts sizing and fabric exclusively for the release. Material is same with @kotc.clothing, fit is close to @hustleclubph's releases. Please bare your orders on the size charts provided.#TheHustleClub#TheHustleClub#TheHustleClub #KingsoftheCourt#KingsoftheCourt#KingsoftheCourt #kotcfits#kotcfits#kotcfits",Facebook,PH clothing brands online,"June 16, 2025",https://www.facebook.com/share/p/1Dt1YUb9LE/,1.08,-212.06,277,14,2,18.5333,0.996,1,1,12.18%,6,1,-1.237032863,22.49528811
"MANILA STREETWEAR IS BACK!!! Open to all genders, races, size and height, 10 years old and up! If you think you have a strong Street Fashion sense and can slay it like a pro, bring your squad to the Manila Street Wear 2 Go-See on May 5, 10AM-3PM at The Skydome! #ManilaStreetWear2 #SMxBRGY143
See more details here 
 https://m.facebook.com/notes/sm-city-north-edsa/manilastreetwear2-go-see/10161786768565261/
#JeffreyRogador  #JRb143
#ManilaStreetwear #UrbanWear #PhFW #fashion #style  #RealPeopleWearJR",Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/1Cip6LoaFx/,8.93,33.67,56,10,4,17.9833,0.789,3,1,19.44%,53,0,-1.732203301,15.03059703
Looking for a gift this Father's DayLooking for a gift this Father's DayShop Now at Columbia PH - SM Mall of AsiaColumbia PH - SM Mall of AsiaColumbia PH - SM Mall of AsiaFor the dad who’s equally at home For the dad who’s equally at home in the city and the wild🏔️🏙️for gear that blends function and fashion.#ColumbiaSMMallofAsia#ColumbiaSMMallofAsia#ColumbiaSMMallofAsia #TestedTough#TestedTough#TestedTough,Facebook,Fashion trends PH,"June 16, 2025",https://www.facebook.com/share/p/1Dvu2A1UQL/,5.36,1.95,56,6,2,17.8667,0.7,1,0,16.73%,60,0,-1.786705817,14.3477075
"Set sale
SALE ALERT
code: Vines Cone
price: 40,000
size: freesize
We accept Made To Own 
We also accept online booking.
We ship LOCAL & INTERNATIONAL. Or you may visit us at
Dragon 8 (D8mall ) 2nd floor Dagupan Street, Divisoria, Manila
( Stall 2N-1,2N3, 2L-1, 2D-12, 2D-11 ,2E-10, 2E-09.,2F-09 & Amusement )
Quezon City Branch: 
175 Banlat Road, Datuin Street, Tandang Sora, Quezon City.
Leyte Branch
Cor. P Carillo Street and Del Rosario Street, Brgy. Sawang, Carigara, Leyte.
8:00 am to 7:00 pm Monday to sunday. 
 𝑭𝑶𝑹 𝑰𝑵𝑸𝑼𝑰𝑹𝑰𝑬𝑺
Facebook: 𝒁𝒉𝒂𝒓𝒊𝒆'𝒔 𝑭𝒂𝒔𝒉𝒊𝒐𝒏 𝑩𝒐𝒖𝒕𝒊𝒒𝒖𝒆
 Ms.Bham - +63 968 421 3458
 Ms.Kath - 09974431259
#zhariesfashionboutique #weddinggown #zhariesbride #realbride #fashiondesigner  #zhariescouture  #bridaldress #bridalgown #weddingdress #weddinggown #crystalgown #balldress #ballgown #instafashion #zharisfied #twowayweddinggown
#WithGodAllThingsArePossible",Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/1AVKZVy7jJ/,5.26,-14.26,95,17,4,14.95,0.71,3,1,30.32%,55,0,-1.79063382,14.29950329
"Purchase less by choosing well only  @ Fashion Street
 Shop these items on Feb. 7 at our following store branches 
Batangas City
-garments
N.domingo St., San Juan City Manila
-small & regular bags, shoes, & kids wear
#happyshopping",Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/1AcUtgcwxG/,8.82,35.47,34,1,2,23.3333,0.211,3,1,13.11%,56,0,-1.398916621,19.79880836
"The Urban Street Wear. 
We brought the streets to the runway in an unforgettable showcase of bold, edgy, and trendsetting styles. With new faces rocked the latest urban fashion, redefining streetwear with their incredible energy and attitude! 
#MnLFW #UrbanStreetWear #StreetStyle",Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/16MKd3hEEi/,5.41,29.8,37,3,2,22.3167,0.647,2,0,4.35%,57,0,-1.714753529,15.25481772
"Masayang sunday mga madam
Sa mga gusto pong maka avail ng Vhines code sale po sya ngayon for only 40,000 available po ang 3 slots mga madam with free suit na at customized size pa
Hurry up! We're on Sale now!!!
We accept Made To Own
We also accept online booking
We ship LOCAL & INTERNATIONAL. Or you may visit us at
Dragon 8 (D8mall ) Dagupan Street, Divisoria, Manila
( Stall 2N-1,2N3, 2L-1, 2D-12, 2D-11 ,2E-10, 2E-09.,2F-09 & Amusement )
Quezon City Branch: 
175 Banlat Road, Datuin Street, Tandang Sora, Quezon City.
Leyte Branch
Cor. P Carillo Street and Del Rosario Street, Brgy. Sawang, Carigara, Leyte.
8:00 am to 7:00 pm Monday to sunday. 
 𝑭𝑶𝑹 𝑰𝑵𝑸𝑼𝑰𝑹𝑰𝑬𝑺
Facebook: 𝒁𝒉𝒂𝒓𝒊𝒆'𝒔 𝑭𝒂𝒔𝒉𝒊𝒐𝒏 𝑩𝒐𝒖𝒕𝒊𝒒𝒖𝒆
 Ms.Bham - +63 968 421 3458
 Ms.Kath - 09974431259
Mr. Carlos Domingo 09165919909
#zhariesfashionboutique #weddinggown #zhariesbride #realbride #fashiondesigner  #zhariescouture  #bridaldress #bridalgown #weddingdress #weddinggown #crystalgown #balldress #ballgown #instafashion #zharisfied #affordableweddinggown",Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/19DvoM3EhA/,3.94,-47.3,127,16,4,12.3167,0.488,3,1,23.87%,58,0,-1.701689016,15.42447986
"Wander, recharge, repeat. 🌄 Fyang and JM take on the great escape in style — laidback layers, bold pairings, and a spirit built for the open road.Make your getaway count with #BENCHSummer2025#BENCHSummer2025#BENCHSummer2025.On FyangOn FyangShirt (YTF2489) P399Cargo Midi Skirt (YKL0276) P899Cargo Midi Skirt (YKL0276) P899On JMOn JMJacket (BWH0165) P1499Jacket (BWH0165) P1499Shirt (BOF0345) P499Shirt (BOF0345) P499Pants (BDP0313) P999Pants (BDP0313) P999Buy Official, Buy Original! Get these products plus more from our official online stores:Buy Official, Buy Original! Get these products plus more from our official online stores:☀️ https://shop.bench.com.phhttps://shop.bench.com.phhttps://shop.bench.com.ph☀️ https://bit.ly/LazBenchhttps://bit.ly/LazBenchhttps://bit.ly/LazBench☀️ https://shopee.ph/benchtmhttps://shopee.ph/benchtmhttps://shopee.ph/benchtm☀️ zalora.com.ph/store/benchzalora.com.ph/store/benchzalora.com.ph/store/benchBuy only from official BENCH stores and online platforms to ensure authentic and high-quality products.Buy only from official BENCH stores and online platforms to ensure authentic and high-quality products.Buy only from official BENCH stores and online platforms to ensure authentic and high-quality products.",Facebook,Online clothing stores PH,"June 16, 2025",https://www.facebook.com/share/p/1Dy5iR2hcJ/,7.09,-91.27,127,3,2,17,0.967,1,1,16.04%,1,1,-1.402676018,19.73918111
"Direct DM to maam Kris Jordan 
The Biggest Street Fashion is coming your way.. 
 #Unorthodox2023 Be sure to get your last slot..
Corps d'Elite Manila 
#CorpsDEliteManila #EliteModel #streetfashion",Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/1ARNBz5JSB/,12.5,73.2,24,4,4,17.5833,0.318,3,1,16.22%,60,0,-1.655632903,16.03490992
"Catriona two way 20,000
#LimitedSlots
We accept Made To Own Gown. We also accept online booking.
We ship LOCAL & INTERNATIONAL. Or you may visit us at
Dragon 8 (D8mall ) Dagupan Street, Divisoria, Manila
( Stall 2N-1,2N3, 2L-1, 2D-12, 2D-11 ,2E-10, 2E-09.,2F-09 & Amusement )
Quezon City Branch: 
175 Banlat Road, Datuin Street, Tandang Sora, Quezon City.
Leyte Branch
Cor. P Carillo Street and Del Rosario Street, Brgy. Sawang, Carigara, Leyte.
8:00 am to 7:00 pm Monday to sunday. 
 𝑭𝑶𝑹 𝑰𝑵𝑸𝑼𝑰𝑹𝑰𝑬𝑺
Facebook: 𝒁𝒉𝒂𝒓𝒊𝒆'𝒔 𝑭𝒂𝒔𝒉𝒊𝒐𝒏 𝑩𝒐𝒖𝒕𝒊𝒒𝒖𝒆
 Ms.Bham - +63 968 421 3458
 Ms.Kath - 09974431259
#zhariesfashionboutique #weddinggown #zhariesbride #realbride #fashiondesigner  #zhariescouture  #bridaldress #bridalgown #weddingdress #weddinggown #crystalgown #balldress #ballgown #instafashion #zharisfied #affordableweddinggown",Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/14pxXYK84J/,5.75,-8.86,87,17,4,19.6167,0.71,3,1,29.30%,61,0,-1.818034041,13.96699397
DONT RUSH THE PROCESS®DONT RUSH THE PROCESS®DONT RUSH THE PROCESS®R18 TEE R18 TEE (Puff Print at the back)(Puff Print at the back)....Available now!....Shop online 🌐 shopee.ph/drtp.clothingshopee.ph/drtp.clothingshopee.ph/drtp.clothing#dontrushtheprocess#dontrushtheprocess#dontrushtheprocess 🫦,Facebook,Shop online clothing PH,"June 16, 2025",https://www.facebook.com/share/p/1Dy8SWXhJJ/,4,-48.65,25,3,2,20.0167,0,1,1,38.39%,77,0,-1.774783342,14.49484816
"JACKETS
JACKETS
JACKETS
@followers @highlight 
WINTER JACKETS/JACKETS SALE PRICE START AT 250 each 
WINTER JACKETS/JACKETS SALE PRICE START AT 250 each 
WINTER JACKETS/JACKETS SALE PRICE START AT 250 each 
LOCATION: MANILA /Baguio City 
NO BUGOS JOY RESERVER FIRST TIME MINER  DP 150 (GCASH 09192578634)
READ Please 
From hongkong Box 
 po ang mga damit natin ukay so please wash before use. Signs of wears only. Damge will be stated during live, no return no exchange pls check size Thank you
STRICTLY Two Days Reservation Only (Dropping for baguio Payment first) 
NEW ACCOUNT OF Ashan Ley 
WE DO SHIP NATION WIDE/Word wide via Jrs/Lbc only, out side Philippines Fed-ex 
THANK YOU AND GOD BLESS 
#jacketseason #WinterFashion #thrifting #affordable #selling #fashion #winter #LiveSelling #shoppingonline #shopnow #seller #selling #fashion #thrift #WinterEssentials #coldweather #japan #snowday #Hiking #hikingessentials #jacket #clothingline #clothingstore #clothes #ootd #styling #warmer #Manila #CUBAO #baguiocity #tagaytay",Facebook,Street fashion Manila,"June 16, 2025",https://www.facebook.com/share/p/1FkRHQh96s/,0.91,-27.1,110,31,4,17.5833,0.672,3,0,51.41%,63,0,-2.193067608,10.03747498
